""
"78   "
"78   "
"69   "
"69   "
"50   "
"50   "
"51   "
"51   "
"54   "
"54   "
"59   "
"59   "
"61   "
"61   "
"62   "
"62   "
"70   "
"70   "
"75   "
"75   "
"35   "
"35   "
"78   "
"78   "
"56   "
"56   "
"68   "
"68   "
"56   "
"56   "
"55   "
"55   "
"74   "
"74   "
"44   "
"44   "
"72   "
"72   "
"47   "
"47   "
"27   "
"27   "
"68   "
"68   "
"66   "
"66   "
"46   "
"46   "
"45   "
"45   "
"71   "
"71   "
"69   "
"69   "
"80   "
"80   "
"55   "
"55   "
"60   "
"60   "
"68   "
"68   "
"37   "
"37   "
"47   "
"47   "
"43   "
"43   "
"58   "
"58   "
"76   "
"76   "
"21   "
"21   "
"63   "
"63"
